HexNotation,Hue,Saturation,Value,HueSpectrum,ValueSpectrum,SaturationSpectrum
#523B74,264.920975,32.40484642,30.018144,Blue,Dark,Dull
#00417C,208.6157616,100,27.092299,Green/Blue,Dark,Brightest
#7E7974,29.89192749,3.93023449,51.3189,Red/Orange,Mid-Value,Dullest
#95899D,277.4876875,9.173855748,58.956587,Purple,Mid-Value,Dullest
#C78088,353.5291584,38.79652338,61.217651,Red/Purple,light,Dull
#4A8794,190.4554109,33.38159152,53.034749,Green/Blue,Mid-Value,Dull
#E6B140,40.61919355,77.54313878,75.40211,Orange,light,Bright
#A9A8A7,10.62424974,1.156909543,69.034118,Red,light,Dullest
#51563C,71.30041648,17.72019117,35.660911,Yellow,Dark,Dullest
#625F94,243.9697583,21.88171577,42.719801,Blue,Mid-Value,Dull
#736B91,253.015881,15.26511071,47.368116,Blue,Mid-Value,Dullest
#32537A,212.4034713,41.394331,34.723362,Green/Blue,Dark,Medium
#9AAA8A,90.90093346,15.98426044,67.919023,Yellow/Green,light,Dullest
#4D507F,236.5766943,24.46083478,35.750548,Green/Blue,Dark,Dull
#79B1B8,185.8796745,30.74406136,68.994528,Green/Blue,light,Dull
#D5CB6B,54.09149456,56.33989098,80.842209,Orange/Yellow,light,Medium
#454F74,227.1438443,25.10052728,34.518129,Green/Blue,Dark,Dull
#CFA272,31.28717809,49.43690914,70.000523,Orange,light,Medium
#AF8585,0.486414728,21.08611908,59.767542,Red,Mid-Value,Dull
#83A1A1,180.2128621,13.79431071,64.323301,Green/Blue,light,Dullest
#826551,24.74333253,23.17847167,45.461237,Red/Orange,Mid-Value,Dull
#F9D6CB,14.42541953,80.36312465,88.306827,Red,Lightest,Bright
#E6A677,25.3367696,68.95260731,73.278767,Red/Orange,light,Bright
#DEA087,17.54920361,56.73729639,71.353492,Red/Orange,light,Medium
#BF1F32,352.641863,71.9944567,41.89646,Red/Purple,Mid-Value,Bright
#A50D25,350.6136022,84.7043044,34.907076,Red/Purple,Dark,Brightest
#899974,85.472215,15.63941799,61.416793,Yellow,light,Dullest
#74928B,164.8276815,12.02969875,58.397029,Green,Mid-Value,Dullest
#177466,171.2589225,66.88740664,43.810357,Green/Blue,Mid-Value,Bright
#CEA27C,27.49623422,46.04781745,69.885046,Red/Orange,light,Medium
#BF894D,31.2104261,47.48516848,61.366336,Orange,light,Medium
#BF985D,36.10726111,43.67527905,65.52544,Orange,light,Medium
#F5C153,40.72524692,89.96728624,81.167916,Orange,Lightest,Brightest
#407F60,150.8278283,33.0339741,48.647147,Green,Mid-Value,Dull
#F17A5B,12.64275397,84.27745829,64.654844,Red,light,Brightest
#41A0A5,182.9192768,43.16392632,61.021572,Green/Blue,light,Medium
#8D715D,24.93079994,20.70444112,49.971847,Red/Orange,Mid-Value,Dullest
#CA6257,5.873717883,52.05110534,54.067012,Red,Mid-Value,Medium
#B92836,354.2878639,64.20534815,41.534723,Red/Purple,Mid-Value,Bright
#292E3D,226.1638044,19.00512017,19.312723,Green/Blue,Darkest,Dullest
#009179,170.1749577,100,52.623793,Green,Mid-Value,Brightest
#D26449,11.71327638,60.47279121,55.435288,Red,Mid-Value,Medium
#CA4E4B,1.579931801,54.46210212,50.256464,Red,Mid-Value,Medium
#004D3A,165.5578628,100,28.352899,Green,Dark,Brightest
#AB9681,30.02103343,19.91513629,63.63578,Orange,light,Dullest
#E88873,10.61833202,72.44055989,66.719593,Red,light,Bright
#927766,23.41672102,17.53955033,52.281245,Red/Orange,Mid-Value,Dullest
#A67C5C,26.00162292,29.49187737,55.532984,Red/Orange,Mid-Value,Dull
#AC5328,19.35466297,61.73478073,45.837686,Red/Orange,Mid-Value,Bright
#61829B,206.4259425,22.81205845,53.011579,Green/Blue,Mid-Value,Dull
#897594,278.2827373,12.75906097,52.327403,Purple,Mid-Value,Dullest
#BFCBC2,136.0322612,10.805518,80.852126,Green,light,Dullest
#AAABAC,207.5367678,1.259552692,70.234804,Green/Blue,light,Dullest
#DCA59D,8.098427053,48.26699608,72.886976,Red,light,Medium
#6D5749,23.52491524,19.75883828,38.982434,Red/Orange,Dark,Dullest
#AD9F8B,35.8632459,17.14953242,66.333111,Orange,light,Dullest
#8E8457,48.631372,23.97708098,55.225061,Orange/Yellow,Mid-Value,Dull
#973137,356.7197642,50.59375992,36.406992,Red/Purple,Dark,Medium
#EB998F,6.498726824,69.6142946,71.296629,Red,light,Bright
#7E6D3F,43.78427683,33.26371769,46.72455,Orange,Mid-Value,Dull
#BEA58D,29.25772232,27.85733737,69.514895,Red/Orange,light,Dull
#B2835C,27.32356627,36.02272876,58.828777,Red/Orange,Mid-Value,Dull
#AC8E6E,30.41340605,27.3637702,61.089736,Orange,light,Dull
#AF7355,20.14889941,36.12182758,54.361967,Red/Orange,Mid-Value,Dull
#406D70,183.8609669,26.8740334,43.144615,Green/Blue,Mid-Value,Dull
#13435B,199.7290086,64.89330649,26.73704,Green/Blue,Dark,Bright
#CA214C,344.6816615,71.36534126,44.694765,Red/Purple,Mid-Value,Bright
#8C8CB1,238.9577165,19.51144682,59.680342,Green/Blue,Mid-Value,Dullest
#7B90A1,206.1184706,17.15674248,59.037848,Green/Blue,Mid-Value,Dullest
#719898,179.970545,16.02657246,60.289912,Green/Blue,Mid-Value,Dullest
#B3293F,350.2479164,62.46929293,40.607284,Red/Purple,Dark,Bright
#D06764,1.701403437,53.83726579,56.295119,Red,Mid-Value,Medium
#C5A684,31.78697108,35.92042176,70.256987,Orange,light,Dull
#45727D,192.3327382,28.54769445,45.50445,Green/Blue,Mid-Value,Dull
#1D6789,198.8380398,64.6320797,40.966189,Green/Blue,Dark,Bright
#6B9499,187.1657657,18.81660566,58.762061,Green/Blue,Mid-Value,Dullest
#799AB3,205.2151073,27.39490187,62.338486,Green/Blue,light,Dull
#D5918D,3.801457305,46.90329009,67.022655,Red,light,Medium
#3F678A,207.862687,37.27536357,42.233518,Green/Blue,Mid-Value,Dull
#527998,206.9116576,29.83638615,49.290497,Green/Blue,Mid-Value,Dull
#008054,159.7128633,100,46.291727,Green,Mid-Value,Brightest
#49889B,193.4539984,35.83789331,53.663569,Green/Blue,Mid-Value,Dull
#C0AA94,30.12529017,25.83642899,71.082431,Orange,light,Dull
#4C798F,199.4803822,30.37293504,48.71249,Green/Blue,Mid-Value,Dull
#985322,24.93231014,63.21537741,42.979421,Red/Orange,Mid-Value,Bright
#667965,116.3291948,8.913600091,48.874068,Yellow/Green,Mid-Value,Dullest
#3A6F92,204.101082,42.85864036,44.804624,Green/Blue,Mid-Value,Medium
#00375D,203.9155059,100,22.206959,Green/Blue,Dark,Brightest
#1A6075,193.3568013,62.80964445,37.951286,Green/Blue,Dark,Bright
#7D72A6,252.2725256,22.70260675,51.131588,Blue,Mid-Value,Dull
#9E7B66,22.54670452,22.37684089,54.611601,Red/Orange,Mid-Value,Dull
#433127,21.27610371,26.11344656,22.192258,Red/Orange,Dark,Dull
#ED9595,0.157074685,70.85142361,70.849365,Red,light,Bright
#B8A34D,48.26956667,43.44660874,67.523838,Orange/Yellow,light,Medium
#CB8657,24.44964438,53.2989367,62.320871,Red/Orange,light,Medium
#F0C37B,36.85188343,79.69565803,81.372831,Orange,Lightest,Bright
#A35D34,22.15607264,51.06034032,46.944448,Red/Orange,Mid-Value,Medium
#B62435,352.923078,67.03244418,40.549472,Red/Purple,Dark,Bright
#535434,62.03884507,23.15809991,35.210813,Yellow,Dark,Dull
#A8BEBD,179.2845796,14.22728,75.474922,Green/Blue,light,Dullest
#E3A864,32.313861,69.35447624,73.205937,Orange,light,Bright
#50718B,206.2297448,26.54739641,46.369435,Green/Blue,Mid-Value,Dull
#A32246,343.4463625,64.90442399,36.854357,Red/Purple,Dark,Bright
#204C61,199.2022195,49.97777955,30.6139,Green/Blue,Dark,Medium
#878587,288.4497666,0.869620963,56.052636,Purple,Mid-Value,Dullest
#397F4D,137.4856454,37.90964381,47.888862,Green,Mid-Value,Dull
#D84A3F,4.306623845,66.44460841,51.809722,Red,Mid-Value,Bright
#E3A293,11.50817171,59.33269323,72.588538,Red,light,Medium
#0C4D82,206.8908915,82.64514607,32.034018,Green/Blue,Dark,Brightest
#726B94,250.5394413,16.24987911,47.346124,Blue,Mid-Value,Dullest
#9F4828,16.23882066,59.72838998,41.688042,Red/Orange,Mid-Value,Medium
#BB142D,351.2890032,79.87086268,40.079109,Red/Purple,Dark,Bright
#765C4B,23.29924139,22.15275571,41.469004,Red/Orange,Mid-Value,Dull
#AA9C58,49.80728318,32.9334239,64.501642,Orange/Yellow,light,Dull
#7B9AAC,202.0935601,22.86652448,61.976881,Green/Blue,light,Dull
#9B9494,353.0985298,3.420135265,61.969377,Red/Purple,light,Dullest
#A5C4B3,146.9358027,21.03529002,76.725882,Green,light,Dull
#DA8137,27.07162096,68.93614891,62.466821,Red/Orange,light,Bright
#951C46,339.2781665,68.26974516,33.444117,Red/Purple,Dark,Bright
#D8D39C,55.57631707,43.09386796,83.940556,Orange/Yellow,Lightest,Medium
#AA8F76,28.35557949,23.60169426,61.34347,Red/Orange,light,Dull
#7F1320,352.6525075,73.93887541,27.099573,Red/Purple,Dark,Bright
#4E719A,212.4172076,32.79683812,46.684202,Green/Blue,Mid-Value,Dull
#AA3B63,338.4675459,48.15269025,42.258241,Red/Purple,Mid-Value,Medium
#7D797A,354.911815,1.272521116,51.467414,Red/Purple,Mid-Value,Dullest
#8B654F,21.95112625,27.22707575,46.477162,Red/Orange,Mid-Value,Dull
#7D6E52,39.21300745,20.91548491,47.384816,Orange,Mid-Value,Dullest
#CC8D4E,30.08353533,55.5593772,64.020267,Orange,light,Medium
#F1D486,43.65183837,80.42768522,85.993009,Orange,Lightest,Bright
#7C7551,50.84277675,20.6195447,49.335924,Orange/Yellow,Mid-Value,Dullest
#8DA48F,124.6173309,11.19566169,65.334557,Green,light,Dullest
#717FA7,224.5669586,23.44912226,53.50165,Green/Blue,Mid-Value,Dull
#665684,260.0197969,20.79380728,40.137673,Blue,Dark,Dullest
#003D76,208.90661,100,25.651204,Green/Blue,Dark,Brightest
#D8B867,42.88202306,59.16139022,76.010253,Orange,light,Medium
#00617B,192.301911,100,37.289353,Green/Blue,Dark,Brightest
#6890AF,205.6067325,30.87078111,58.30868,Green/Blue,Mid-Value,Dull
#D96D55,10.83758145,63.9741982,58.612942,Red,Mid-Value,Bright
#97A17B,76.59823867,16.69740193,64.688527,Yellow,light,Dullest
#142748,218.0595623,55.18330282,16.116931,Green/Blue,Darkest,Medium
#5C5B5D,264.7121723,1.069715574,38.980465,Blue,Dark,Dullest
#ECCE5F,47.51158055,78.80010967,83.597169,Orange/Yellow,Lightest,Bright
#DEC1BD,7.402432763,34.21510251,80.584961,Red,light,Dull
#958098,290.8025432,10.4626094,56.433758,Purple,Mid-Value,Dullest
#192C4C,217.1579318,49.85187562,18.333492,Green/Blue,Darkest,Medium
#192B70,227.4910493,63.01877079,20.815212,Green/Blue,Darkest,Bright
#795971,314.3166515,15.05059654,42.039956,Purple,Mid-Value,Dullest
#D2BBA2,32.10256135,34.82224813,77.459237,Orange,light,Dull
#282D3F,227.9851545,21.98279597,18.882275,Green/Blue,Darkest,Dull
#AA9580,30.06580991,19.84230222,63.29752,Orange,light,Dullest
#6F4E37,24.19324604,33.40920296,36.386414,Red/Orange,Dark,Dull
#F7CC9E,31.22155365,86.03366024,84.974551,Orange,Lightest,Brightest
#948F68,53.0489204,17.34187489,59.209576,Orange/Yellow,Mid-Value,Dullest
#6EA7A7,180.0436247,24.53411651,64.968685,Green/Blue,light,Dull
#004678,204.9463894,100,28.057429,Green/Blue,Dark,Brightest
#D28E8A,3.543835406,44.91502412,65.94409,Red,light,Medium
#CD556A,349.3207363,55.05690782,52.565716,Red/Purple,Mid-Value,Medium
#D58471,11.62155012,55.00226407,63.428055,Red,light,Medium
#2B7C91,192.7176896,54.05607782,48.297247,Green/Blue,Mid-Value,Medium
#56609A,231.3162765,28.32402384,42.376963,Green/Blue,Mid-Value,Dull
#47738F,203.8381494,33.34818775,46.622321,Green/Blue,Mid-Value,Dull
#1D7058,162.1943981,58.31729351,42.314847,Green,Mid-Value,Medium
#C8BAB0,24.2575119,17.7060298,76.412905,Red/Orange,light,Dullest
#C82B56,343.4748126,64.59764137,45.24354,Red/Purple,Mid-Value,Bright
#C85157,356.5364675,52.16927227,50.58577,Red/Purple,Mid-Value,Medium
#B23233,359.6149553,55.63916949,41.369818,Red/Purple,Mid-Value,Medium
#F6C4B5,14.5951835,78.32769218,83.354289,Red,Lightest,Bright
#A69C9A,10.71826314,5.965299483,65.430968,Red,light,Dullest
#6A97A9,196.8497388,27.1275056,60.219297,Green/Blue,Mid-Value,Dull
#D6503D,7.208101416,65.1182699,52.343078,Red,Mid-Value,Bright
#536641,90.50978233,21.75206099,40.86458,Yellow/Green,Dark,Dull
#133565,215.0792235,67.91929379,22.545852,Green/Blue,Dark,Bright
#E7758C,348.0671564,71.03781496,63.326134,Red/Purple,light,Bright
#CB5F77,346.7397502,51.34153882,54.484389,Red/Purple,Mid-Value,Medium
#E56B5F,5.146305707,72.25197376,59.94678,Red,Mid-Value,Bright
#63394F,327.8453905,26.96609939,29.806768,Red/Purple,Dark,Dull
#646282,243.6249787,13.69304323,43.160464,Blue,Mid-Value,Dullest
#7F1532,343.8223224,70.81255246,27.679429,Red/Purple,Dark,Bright
#9F8149,39.14829695,36.71081098,55.79626,Orange,Mid-Value,Dull
#C6AA92,27.02216535,31.41027259,71.503056,Red/Orange,light,Dull
#C58B63,24.41656224,46.36758357,62.934111,Red/Orange,light,Medium
#B87247,22.64732538,44.2705226,54.775362,Red/Orange,Mid-Value,Medium
#B07047,23.4834912,42.34108291,53.481251,Red/Orange,Mid-Value,Medium
#B9A77B,42.82787648,30.79577229,69.357383,Orange,light,Dull
#E76E49,14.262938,76.70236268,60.580397,Red,Mid-Value,Bright
#CE4B65,347.9285559,57.20042398,50.816249,Red/Purple,Mid-Value,Medium
#5B4F49,21.13227487,10.58995667,34.886422,Red/Orange,Dark,Dullest
#DBC8A8,37.3030253,42.41347466,81.526547,Orange,Lightest,Medium
#7C7746,55.01059536,27.35194202,49.742975,Orange/Yellow,Mid-Value,Dull
#5B4C84,255.9390639,26.81909173,36.401438,Blue,Dark,Dull
#773379,298.3574581,40.48453295,33.537716,Purple,Dark,Dull
#88796F,24.67133774,9.983121466,52.244786,Red/Orange,Mid-Value,Dullest
#8A5538,20.83075895,41.57646097,41.578761,Red/Orange,Mid-Value,Medium
#36858C,185.2162494,43.95283712,51.420947,Green/Blue,Mid-Value,Medium
#DC5E68,355.0356764,64.84571873,56.458557,Red/Purple,Mid-Value,Bright
#008194,187.4582059,100,49.484618,Green/Blue,Mid-Value,Brightest
#C1AD9B,29.02986299,23.55795157,72.210554,Red/Orange,light,Dull
#BE9E84,26.71634295,31.1939806,67.483453,Red/Orange,light,Dull
#8F1526,351.8394688,73.40062281,30.850779,Red/Purple,Dark,Bright
#374373,228.6982849,34.6080851,29.649273,Green/Blue,Dark,Dull
#7A7B97,238.828686,12.35988352,52.65623,Green/Blue,Mid-Value,Dullest
#3B8A99,189.7391535,44.54027512,53.568865,Green/Blue,Mid-Value,Medium
#926B53,22.43042054,27.48025589,48.710271,Red/Orange,Mid-Value,Dull
#FA9286,6.338197263,92.53134364,71.45018,Red,light,Brightest
#4E2F5C,281.2274428,32.44445748,25.195733,Purple,Dark,Dull
#F2C32C,45.84327886,88.99072962,81.080044,Orange/Yellow,Lightest,Brightest
#003E55,196.398259,100,24.087285,Green/Blue,Dark,Brightest
#4C5733,77.49870044,26.14918269,35.397115,Yellow,Dark,Dull
#004947,177.7038214,100,27.484583,Green/Blue,Dark,Brightest
#A66834,27.67564823,51.97487671,50.059164,Red/Orange,Mid-Value,Medium
#E5C57A,42.09739612,67.51214713,80.82827,Orange,light,Bright
#FBDEA6,39.52241939,92.14677267,89.758227,Orange,Lightest,Brightest
#C1B364,51.37428718,42.94925996,72.847788,Orange/Yellow,light,Medium
#9E3425,7.4429667,61.57998688,37.756002,Red,Dark,Bright
#D66A81,347.5391447,57.18957118,58.45774,Red/Purple,Mid-Value,Medium
#004889,208.4397289,100,30.105147,Green/Blue,Dark,Brightest
#8F5A3C,21.50787393,40.75660659,43.656355,Red/Orange,Mid-Value,Dull
#B76C43,21.58673645,46.24059906,53.395703,Red/Orange,Mid-Value,Medium
#9FAC78,75.78435592,24.13350998,68.420625,Yellow,light,Dull
#7494A8,202.8844717,23.39989472,59.916481,Green/Blue,Mid-Value,Dull
#758660,87.89469176,16.23172196,53.851967,Yellow,Mid-Value,Dullest
#DB6870,355.5147546,61.79194147,58.260867,Red/Purple,Mid-Value,Bright
#7F6F5C,31.36355503,15.90019861,47.952621,Orange,Mid-Value,Dullest
#C62D3C,354.2062619,62.81861546,44.709653,Red/Purple,Mid-Value,Bright
#BD2826,1.032821076,66.37129894,42.227207,Red,Mid-Value,Bright
#6F8DA6,207.6038566,23.6119821,57.448603,Green/Blue,Mid-Value,Dull
#B9DDD5,167.2847228,34.68038577,85.494661,Green,Lightest,Dull
#B8B5B4,17.54447877,3.114147852,74.146271,Red/Orange,light,Dullest
#736F6E,11.73105302,2.346347096,47.401716,Red,Mid-Value,Dullest
#928885,13.15012601,5.368993646,57.608527,Red,Mid-Value,Dullest
#4C452E,45.9495796,24.24672698,29.532862,Orange/Yellow,Dark,Dull
#54443E,17.66868234,14.86895727,30.622059,Red/Orange,Dark,Dullest
#63162A,344.8734592,62.60909881,21.904992,Red/Purple,Dark,Bright
#874927,21.19545162,54.89362606,37.998163,Red/Orange,Dark,Medium
#ED7D8D,351.1785185,76.27124306,65.559672,Red/Purple,light,Bright
#AF9D92,21.75594769,15.61240187,66.071993,Red/Orange,light,Dullest
#B67142,24.48624814,46.68067907,54.390094,Red/Orange,Mid-Value,Medium
#DA8696,348.3175423,53.10037364,65.172799,Red/Purple,light,Medium
#853F75,313.3601037,35.35590708,37.706145,Purple,Dark,Dull
#323060,242.8455499,32.92892404,22.767436,Blue,Dark,Dull
#E0637D,347.176206,66.9244552,58.30579,Red/Purple,Mid-Value,Bright
#D2C1B1,30.2317407,27.01394787,79.295229,Orange,light,Dull
#006B8A,193.4439907,100,41.406661,Green/Blue,Mid-Value,Brightest
#FFBA99,19.47710984,100,81.293232,Red/Orange,Lightest,Brightest
#E2B187,27.74173062,61.75804585,75.915854,Red/Orange,light,Bright
#006D49,160.109059,100,39.640456,Green,Dark,Brightest
#F48D9D,350.6860539,82.57101459,70.011491,Red/Purple,light,Brightest
#BBA194,20.14598638,22.36011421,68.288267,Red/Orange,light,Dull
#CE5E4D,7.889402954,57.05197349,53.829909,Red,Mid-Value,Medium
#F8AE35,37.16542328,94.12354194,76.609561,Orange,light,Brightest
#F49F33,33.49691368,90.33322565,72.556279,Orange,light,Brightest
#608CA0,198.2340979,25.33331436,56.116374,Green/Blue,Mid-Value,Dull
#5A457D,262.668435,28.31351641,34.085726,Blue,Dark,Dull
#8C7E9C,268.1085641,13.07848455,55.19561,Blue,Mid-Value,Dullest
#8F1434,344.3565165,75.02595509,30.914895,Red/Purple,Dark,Bright
#9A7A6B,20.05143393,18.98177659,54.131296,Red/Orange,Mid-Value,Dullest
#565484,242.3737452,21.94340629,38.016929,Blue,Dark,Dull
#3F6A69,178.6849612,25.56185678,42.060568,Green/Blue,Mid-Value,Dull
#97C6AC,146.1378116,29.08289772,76.172599,Green,light,Dull
#819360,81.28726858,21.14681266,58.612906,Yellow,Mid-Value,Dull
#00709B,196.5132795,100,43.87176,Green/Blue,Mid-Value,Brightest
#80A3B8,201.8886287,28.12187519,65.438587,Green/Blue,light,Dull
#005878,195.863482,100,34.800195,Green/Blue,Dark,Brightest
#E9BEC3,353.2572352,50.53066069,80.99616,Red/Purple,light,Medium
#ABB181,67.11801861,23.52981336,70.902749,Yellow,light,Dull
#786B4D,41.87239459,21.64882852,45.894043,Orange,Mid-Value,Dull
#93BAC3,190.8382388,28.64974917,73.20817,Green/Blue,light,Dull
#3A383C,263.790564,3.213612786,24.133392,Blue,Dark,Dullest
#8B8784,23.4933574,2.596372882,56.695841,Red/Orange,Mid-Value,Dullest
#7A706F,6.183886989,4.408022787,48.340712,Red,Mid-Value,Dullest
#6B9B68,116.124196,20.59938199,59.811532,Yellow/Green,Mid-Value,Dullest
#008A8D,181.3604164,100,50.68339,Green/Blue,Mid-Value,Brightest
#707C47,74.10149514,27.33067016,50.113375,Yellow,Mid-Value,Dull
#004D3C,166.290814,100,28.608089,Green,Dark,Brightest
#533524,21.80317173,38.94136768,25.544723,Red/Orange,Dark,Dull
#DA4557,352.6847549,66.94052031,51.818626,Red/Purple,Mid-Value,Bright
#FEBB00,44.24022998,100,80.192324,Orange,light,Brightest
#B72441,348.2779917,66.59265713,40.871776,Red/Purple,Dark,Bright
#A795A8,297.3987762,9.97278245,64.038236,Purple,light,Dullest
#6C1422,350.2186309,68.33772308,23.124148,Red/Purple,Dark,Bright
#474E35,78.22040567,19.1731074,32.207589,Yellow,Dark,Dullest
#CA463B,4.532943852,57.89027769,48.864002,Red,Mid-Value,Medium
#C34063,344.2144336,52.54313905,47.433937,Red/Purple,Mid-Value,Medium
#40648A,210.8424498,36.45766149,41.343004,Green/Blue,Mid-Value,Dull
#D2B897,33.18421465,39.47732413,76.251487,Orange,light,Dull
#DC7F68,12.2351389,62.30919127,63.061308,Red,light,Bright
#BA8665,23.52208092,38.03741882,60.419344,Red/Orange,Mid-Value,Dull
#D1B39F,23.68892872,35.18545859,75.084452,Red/Orange,light,Dull
#023F34,169.0780876,92.36393249,23.32417,Green,Dark,Brightest
#18305A,218.1264214,57.76038574,20.407474,Green/Blue,Darkest,Medium
#DE4571,342.9728088,70.33824073,53.129445,Red/Purple,Mid-Value,Bright
#CC446D,341.9270766,57.16037827,49.766479,Red/Purple,Mid-Value,Medium
#9B5B3A,20.37825511,45.34602212,45.363729,Red/Orange,Mid-Value,Medium
#AA0C3E,340.9796304,86.04335105,36.3464,Red/Purple,Dark,Brightest
#D23464,341.8152471,63.79928866,48.470073,Red/Purple,Mid-Value,Bright
#6DA8AF,186.3326254,29.28318216,65.521069,Green/Blue,light,Dull
#B6906D,28.19386475,33.42490674,62.59368,Red/Orange,light,Dull
#F4DD98,45.47506679,80.93487578,88.817418,Orange/Yellow,Lightest,Bright
#363721,62.06398266,24.80654422,22.707237,Yellow,Dark,Dull
#483228,18.67958909,28.88745333,23.272869,Red/Orange,Dark,Dull
#D5A375,28.54729033,53.78332015,70.820005,Red/Orange,light,Medium
#F5722E,20.67539628,91.31767626,63.315222,Red/Orange,light,Brightest
#25283F,231.4082933,26.24538587,17.193832,Green/Blue,Darkest,Dull
#003D42,184.0897412,100,22.802605,Green/Blue,Dark,Brightest
#496799,217.9056975,34.8686849,43.501045,Green/Blue,Mid-Value,Dull
#1169A0,203.2118577,79.91533831,42.668205,Green/Blue,Mid-Value,Bright
#5F86B5,213.267552,37.18057246,54.959733,Green/Blue,Mid-Value,Dull
#2C6CA7,208.737092,57.8668739,44.475922,Green/Blue,Mid-Value,Medium
#1B3C6D,215.5648469,60.21641507,25.713422,Green/Blue,Dark,Medium
#194C7B,208.7227409,65.80045587,31.514506,Green/Blue,Dark,Bright
#226391,205.0215001,61.95283918,40.1504,Green/Blue,Dark,Bright
#AA805B,27.69428435,31.71390345,56.901084,Red/Orange,Mid-Value,Dull
#007394,193.6188534,100,44.201109,Green/Blue,Mid-Value,Brightest
#FFC1BE,2.428027265,100,85.489518,Red,Lightest,Brightest
#9C1F30,352.1656311,65.98477152,34.643382,Red/Purple,Dark,Bright
#85A4A3,177.9806646,14.84949842,65.408464,Green/Blue,light,Dullest
#D79765,26.21571317,59.12972787,67.849654,Red/Orange,light,Medium
#6BACAB,178.622219,28.4739976,66.44923,Green/Blue,light,Dull
#7F9070,91.88398725,12.84354646,57.932902,Yellow/Green,Mid-Value,Dullest
#938F7B,49.60820084,10.11145097,59.466574,Orange/Yellow,Mid-Value,Dullest
#864D2A,22.96628119,51.55483569,39.008497,Red/Orange,Dark,Medium
#C98C5A,27.34661936,50.66913518,63.525623,Red/Orange,light,Medium
